	LABEL	SENTENCE
0	其它#其它	(#‵′)凸
1	其它#其它	……
2	其它#其它	你哈
3	其它#其它	你好漂亮
4	其它#其它	你猜
5	其它#其它	你能帮我
6	其它#其它	又挂了………………
7	其它#其它	发过来看下
8	其它#其它	号码
9	其它#其它	唱首歌把
10	其它#其它	在家
11	其它#其它	在线
12	其它#其它	在聊啊
13	其它#其它	年后
14	其它#其它	强行卖得好
15	其它#其它	我
16	其它#其它	我又来了
17	其它#其它	我回来了
18	其它#其它	我好像没提什么要求吧，哥们儿
19	其它#其它	我想买眼镜
20	其它#其它	我想她
21	其它#其它	我想我想的到广告的工作呢
22	其它#其它	我想拉星期可以得夜情下
23	其它#其它	我是土豪
24	其它#其它	我是语文乐
25	其它#其它	我来了
26	其它#其它	我要到断电灌一站的
27	其它#其它	我说我很牛逼
28	其它#其它	换个话题把
29	其它#其它	收费车砖头
30	其它#其它	收音机
31	其它#其它	放入
32	其它#其它	散心
33	其它#其它	方法
34	其它#其它	热水器坏了
35	其它#其它	现在
36	其它#其它	睡不着
37	其它#其它	绯闻绯闻
38	其它#其它	语言
39	其它#其它	那要怎样说呢
40	其它#其它	门牙
41	其它#捣乱	两线挂着要得堡
42	其它#捣乱	个
43	其它#捣乱	丫丫
44	其它#捣乱	中路我下载的很好迷耍
45	其它#捣乱	他
46	其它#捣乱	仙茂
47	其它#捣乱	仙茂老婆是不是个男人？
48	其它#捣乱	会让路人眼前一亮的
49	其它#捣乱	你
50	其它#捣乱	你不挽留下我吗
51	其它#捣乱	你，好坏哦！
52	其它#捣乱	别这样说嘛！嘻嘻，开玩笑的。
53	其它#捣乱	南
54	其它#捣乱	吃饭
55	其它#捣乱	和肖相马晓笛的手机号
56	其它#捣乱	您好，想买什么手机？
57	其它#捣乱	您好，欢迎光临！
58	其它#捣乱	抢劫
59	其它#捣乱	选择一种兴趣，测测你在朋友眼里的形象
60	其它#捣乱	选择一种手机，测测你在朋友眼里的形象
61	其它#骂人	你好逗比
62	其它#骂人	你妈逼
63	其它#骂人	你有病？
64	其它#骂人	傻逼啊你
65	其它#骂人	叼你老母
66	其它#骂人	妈的
67	其它#骂人	妈逼
68	其它#骂人	干死你
69	其它#骂人	我插
70	其它#骂人	我问你麻痹
71	其它#骂人	擦
72	其它#骂人	有病
73	其它#骂人	有病，不买了
74	其它#骂人	混蛋
75	其它#骂人	滚
76	其它#骂人	滚开
77	其它#骂人	滚犊子
78	其它#骂人	滚蛋
79	其它#骂人	翻滚吧牛宝宝
80	其它#骂人	臭鹏说你傻逼了
81	其它#骂人	草
82	其它#骂人	靠
83	导购#不成交	不买了
84	导购#不成交	不买了咯
85	导购#不成交	不买了，不会
86	导购#不成交	不想买了
87	导购#不成交	不想买了···谢谢···
88	导购#不成交	不看了
89	导购#不成交	好吧我不买了
90	导购#不成交	好吧我不在你这里买手机了
91	导购#不成交	好吧那么我不买了
92	导购#不成交	好吧那我换家店了
93	导购#不成交	好的我还是不买了
94	导购#不成交	并不想买
95	导购#不成交	我不买了
96	导购#不成交	我不买手机
97	导购#不成交	我不想买了
98	导购#不成交	我不想买了额
99	导购#不成交	我不想买手机了
100	导购#不成交	我不是很想买了
101	导购#不成交	真的不买
102	导购#不成交	算了我不买了
103	导购#不成交	算了我还是不买了
104	导购#不成交	算了，不买了
105	导购#不成交	那不买了
106	导购#不理解	不好意思，你刚才说的话,我还听不懂。能换个说法吗，亲？
107	导购#不理解	听不懂
108	导购#不理解	啥意思
109	导购#不理解	我听不懂你说的话
110	导购#不理解	能再说一遍么
111	导购#开始	买个手机
112	导购#开始	买台手机玩玩
113	导购#开始	买手机
114	导购#开始	买手机呢
115	导购#开始	买手机咯
116	导购#开始	买手机啊
117	导购#开始	买手机喽
118	导购#开始	什么手机
119	导购#开始	什么手机比较好
120	导购#开始	你好 我想要买手机
121	导购#开始	你好我想买手机
122	导购#开始	你好我要买手机
123	导购#开始	你好，我是来买手机的
124	导购#开始	你好，请问有什么手机
125	导购#开始	你好，这里有什么手机卖吗
126	导购#开始	你好，这里有什么手机卖的
127	导购#开始	你帮我买手机吗
128	导购#开始	你有什么好手机介绍？
129	导购#开始	你有什么手机介绍？
130	导购#开始	你这有什么手机卖
131	导购#开始	你这里是不是有手机卖？
132	导购#开始	你这里是卖手机的吗
133	导购#开始	你这里有什么卖的
134	导购#开始	你这里有什么手机
135	导购#开始	你这里有什么手机卖
136	导购#开始	你这里有卖手机的是吗
137	导购#开始	再来聊聊
138	导购#开始	啊你好请问有什么手机
139	导购#开始	好再聊一聊手机
140	导购#开始	好吧，我来买手机
141	导购#开始	想买一台手机
142	导购#开始	想买手机
143	导购#开始	想买部手机
144	导购#开始	我们继续把
145	导购#开始	我们继续聊
146	导购#开始	我们聊手机
147	导购#开始	我们说点什么好
148	导购#开始	我们还是说说手机不
149	导购#开始	我再来一次
150	导购#开始	我又想买手机了
151	导购#开始	我可以挑什么
152	导购#开始	我想买一款手机
153	导购#开始	我想买一部手机
154	导购#开始	我想买手机
155	导购#开始	我想买手机啊
156	导购#开始	我想换手机
157	导购#开始	我想看看你这里的手机
158	导购#开始	我想看看手机
159	导购#开始	我想给我妈妈买一部手机
160	导购#开始	我想要买手机
161	导购#开始	我是买手机的
162	导购#开始	我是来买手机的
163	导购#开始	我来买手机吧
164	导购#开始	我要买几款手机
165	导购#开始	我要买手机
166	导购#开始	我要买手机呀
167	导购#开始	我要买手机啊
168	导购#开始	我要手机
169	导购#开始	我要看看手机
170	导购#开始	我说的是我需要换一部新手机了
171	导购#开始	我问你有什么类型的手机
172	导购#开始	手机
173	导购#开始	手机有什么东西聊？
174	导购#开始	是聊手机
175	导购#开始	有什么
176	导购#开始	有什么好介绍的
177	导购#开始	有什么手机
178	导购#开始	有什么手机介绍
179	导购#开始	有什么手机卖
180	导购#开始	有什么手机可以买？
181	导购#开始	有什么手机可以介绍
182	导购#开始	有什么手机啊
183	导购#开始	有什么手机比较好
184	导购#开始	有什么款
185	导购#开始	有什么类型的
186	导购#开始	有哪些
187	导购#开始	有啥手机
188	导购#开始	有手机吗
189	导购#开始	有没有手机啊
190	导购#开始	有没有比较好的手机
191	导购#开始	有那些手机
192	导购#开始	来一部手机
193	导购#开始	看手机
194	导购#开始	看看先咯
195	导购#开始	看看手机呀
196	导购#开始	给我介绍一台手机吧
197	导购#开始	给我妈妈买个手机
198	导购#开始	继续
199	导购#开始	聊手机吧
200	导购#开始	聊手机啊
201	导购#开始	聊手机嘛
202	导购#开始	聊点什么把
203	导购#开始	说说手机
204	导购#开始	请问有什么手机
205	导购#开始	这里有什么手机
206	导购#开始	那看看手机咯
207	导购#开始	那继续啦
208	导购#成交	不用，我买了
209	导购#成交	不错，我买了
210	导购#成交	买
211	导购#成交	买三个
212	导购#成交	买下吧
213	导购#成交	买了
214	导购#成交	买吧
215	导购#成交	买啊
216	导购#成交	买它了
217	导购#成交	买这款
218	导购#成交	买这款了
219	导购#成交	买这款吧
220	导购#成交	买这款手机
221	导购#成交	刚才那台
222	导购#成交	刚才那台呀
223	导购#成交	可以，买了
224	导购#成交	唉，买了买了
225	导购#成交	嗯嗯，我买了
226	导购#成交	嗯嗯，那就这个吧 谢谢你
227	导购#成交	嗯好的我就要这款了
228	导购#成交	嗯我要了
229	导购#成交	嗯，买
230	导购#成交	嗯，买了
231	导购#成交	嗯，很好，成交
232	导购#成交	嗯，我就买这款了
233	导购#成交	嗯，那我买了
234	导购#成交	够给力，我买了
235	导购#成交	好吧 那我就要它了
236	导购#成交	好吧 那我就要这台吧
237	导购#成交	好吧就要这个了
238	导购#成交	好吧我就要这部了
239	导购#成交	好吧我要了
240	导购#成交	好吧那么就要这部手机了
241	导购#成交	好吧那我就要这部了
242	导购#成交	好吧，买了
243	导购#成交	好吧，就要这个
244	导购#成交	好吧，就这个
245	导购#成交	好吧，就这个了
246	导购#成交	好吧，就这款
247	导购#成交	好吧，我就勉为其难地要地要了这款吧
248	导购#成交	好吧，我要买一部
249	导购#成交	好吧，我要买两个
250	导购#成交	好吧，那么我就要这部了
251	导购#成交	好吧，那买了
252	导购#成交	好吧，那就买这款
253	导购#成交	好吧，那就这款
254	导购#成交	好呀我就要这部了
255	导购#成交	好啊就要这部了
256	导购#成交	好啊，我就要这部了
257	导购#成交	好啦我就要刚才那部手机
258	导购#成交	好就要这款
259	导购#成交	好就这款
260	导购#成交	好我就要这台了
261	导购#成交	好我就要这部了
262	导购#成交	好我想要这部
263	导购#成交	好的就要这部了
264	导购#成交	好的就这个
265	导购#成交	好的我就买这部
266	导购#成交	好的我就要这部
267	导购#成交	好的我就要这部了
268	导购#成交	好的那就这部吧
269	导购#成交	好的那我就要这部
270	导购#成交	好的那我就要这部了
271	导购#成交	好的，就买这款了
272	导购#成交	好的，就要这台
273	导购#成交	好的，就要这款了
274	导购#成交	好的，就这款
275	导购#成交	好的，我就要这款
276	导购#成交	好的，我要这款了
277	导购#成交	好的，那么我要买这部
278	导购#成交	好的，那我要这部
279	导购#成交	好要三个
280	导购#成交	好那么我就要这款了
281	导购#成交	好那我就要这部了
282	导购#成交	好！我就要这款了！
283	导购#成交	好，买了
284	导购#成交	好，就它了
285	导购#成交	好，就它吧
286	导购#成交	好，就要这款了
287	导购#成交	好，就这款吧
288	导购#成交	好，我决定买了
289	导购#成交	好，给我这款
290	导购#成交	好，这款我要了
291	导购#成交	好，那就买这款
292	导购#成交	好，那就这款吧
293	导购#成交	好，那赶紧成交
294	导购#成交	对啊，买了
295	导购#成交	对，买这款
296	导购#成交	就买刚才那个
297	导购#成交	就买刚才那台
298	导购#成交	就买刚才那台呀
299	导购#成交	就买它
300	导购#成交	就买它了
301	导购#成交	就买它吧
302	导购#成交	就买这个了
303	导购#成交	就买这台了
304	导购#成交	就买这款
305	导购#成交	就买这款了
306	导购#成交	就买这款吧
307	导购#成交	就他了
308	导购#成交	就它了
309	导购#成交	就是它了吧
310	导购#成交	就要他了
311	导购#成交	就要它了
312	导购#成交	就要它呀
313	导购#成交	就要这台了
314	导购#成交	就要这台把
315	导购#成交	就要这款
316	导购#成交	就要这款了
317	导购#成交	就要这款吧
318	导购#成交	就这个
319	导购#成交	就这个吧
320	导购#成交	就这个咯
321	导购#成交	就这台吧
322	导购#成交	就这款
323	导购#成交	就这款了
324	导购#成交	就这款了，谢谢
325	导购#成交	就这款吧
326	导购#成交	很好我想要买这部
327	导购#成交	恩就要这部
328	导购#成交	恩恩，买了
329	导购#成交	恩恩，成交
330	导购#成交	恩我要买这部
331	导购#成交	恩，就这款了
332	导购#成交	成交
333	导购#成交	成交了
334	导购#成交	我买
335	导购#成交	我买了
336	导购#成交	我买它了
337	导购#成交	我买当前这部吧
338	导购#成交	我买这部了
339	导购#成交	我就买了
340	导购#成交	我就买他了
341	导购#成交	我就买她
342	导购#成交	我就买它了
343	导购#成交	我就买这台
344	导购#成交	我就买这台了
345	导购#成交	我就买这款
346	导购#成交	我就买这部了
347	导购#成交	我就想买刚才那台
348	导购#成交	我就要买这部
349	导购#成交	我就要刚才的呀
350	导购#成交	我就要刚才那台
351	导购#成交	我就要刚才那款
352	导购#成交	我就要这款了
353	导购#成交	我就要这款吧
354	导购#成交	我就要这部了
355	导购#成交	我就要这部啦
356	导购#成交	我就要这部手机了
357	导购#成交	我想买
358	导购#成交	我想买这款
359	导购#成交	我想买这部
360	导购#成交	我想买这部手机
361	导购#成交	我想要买这部
362	导购#成交	我是说我要这部手机了
363	导购#成交	我要一个
364	导购#成交	我要上一款
365	导购#成交	我要两个
366	导购#成交	我要买
367	导购#成交	我要买啊
368	导购#成交	我要买这一部
369	导购#成交	我要买这款
370	导购#成交	我要买这款手机
371	导购#成交	我要买这部
372	导购#成交	我要了
373	导购#成交	我要他了
374	导购#成交	我要刚才那部手机
375	导购#成交	我要它了
376	导购#成交	我要这台
377	导购#成交	我要这台了
378	导购#成交	我要这款
379	导购#成交	我说我要刚才的那部手机
380	导购#成交	没有了，买这款
381	导购#成交	没有了，我就要这台
382	导购#成交	算了我就要这部手机了
383	导购#成交	算了，买了吧
384	导购#成交	行了，就买它了
385	导购#成交	要三个
386	导购#成交	要两个
387	导购#成交	要这部
388	导购#成交	说的好，我要这款了
389	导购#成交	购买
390	导购#成交	还行，就这款了
391	导购#成交	这个好，必须买
392	导购#成交	这台
393	导购#成交	这款我要
394	导购#成交	那么我还是要这部
395	导购#成交	那买了
396	导购#成交	那买这款好了
397	导购#成交	那就买了
398	导购#成交	那就买了吧
399	导购#成交	那就买吧
400	导购#成交	那就买喽
401	导购#成交	那就买这款
402	导购#成交	那就买这款了
403	导购#成交	那就买这款吧
404	导购#成交	那就买这部吧
405	导购#成交	那就它吧
406	导购#成交	那就要上面那台
407	导购#成交	那就要他了
408	导购#成交	那就要它了
409	导购#成交	那就要这一台吧
410	导购#成交	那就要这个咯
411	导购#成交	那就要这款
412	导购#成交	那就这款
413	导购#成交	那就这款吧
414	导购#成交	那我买一部吧
415	导购#成交	那我买了
416	导购#成交	那我买了哦
417	导购#成交	那我就买它
418	导购#成交	那我就买这台
419	导购#成交	那我就要这款吧
420	导购#成交	那我就要这部了
421	导购#更换	买不起，换一款
422	导购#更换	再换一个
423	导购#更换	可惜了，换一个呗
424	导购#更换	我要更好的
425	导购#更换	换一个
426	导购#更换	换一台
427	导购#更换	换一台手机
428	导购#更换	换一款
429	导购#更换	换一款吧
430	导购#更换	换一款呗
431	导购#更换	换一款手机
432	导购#更换	换一款新的把
433	导购#更换	换一部吧
434	导购#更换	有更好的吗？
435	导购#更换	有更好的推荐码
436	导购#更换	有更好的推荐码完
437	导购#更换	还有更好的么
438	导购#更换	还行，有更好的么
439	导购#更换	那换一款
440	导购#更换	那换一部吧
441	导购#结束	88
442	导购#结束	886
443	导购#结束	下次再来吧
444	导购#结束	下次再见
445	导购#结束	下次聊
446	导购#结束	不买了，再见
447	导购#结束	不买了，去洗澡先
448	导购#结束	不了，再见
449	导购#结束	不和你聊了，再见！
450	导购#结束	不早了
451	导购#结束	不聊了
452	导购#结束	不说了，再见
453	导购#结束	你好再见
454	导购#结束	再聊
455	导购#结束	再见
456	导购#结束	再见了
457	导购#结束	再见咯
458	导购#结束	再见啦
459	导购#结束	再见，不买了
460	导购#结束	再见，谢谢
461	导购#结束	吃饭去了先
462	导购#结束	哈哈再见
463	导购#结束	哈哈好的再见
464	导购#结束	嗯嗯再见
465	导购#结束	嗯嗯，拜拜
466	导购#结束	嗯嗯，晚安
467	导购#结束	嗯，拜拜
468	导购#结束	好再见
469	导购#结束	好吧再见
470	导购#结束	好吧该睡觉了
471	导购#结束	好吧，我敲论文了，你自己慢慢玩哈～～
472	导购#结束	好吧，谢谢你的推荐，再见
473	导购#结束	好吧，谢谢晚安
474	导购#结束	好哒，拜拜！
475	导购#结束	好的再见
476	导购#结束	好的，拜拜
477	导购#结束	完了再见
478	导购#结束	就这样
479	导购#结束	就这样吧
480	导购#结束	恩再见
481	导购#结束	恩，拜拜
482	导购#结束	我不想买了，再见
483	导购#结束	我是说拜拜啦
484	导购#结束	我走了
485	导购#结束	我赶时间先走了
486	导购#结束	拜把有
487	导购#结束	拜拜
488	导购#结束	拜拜了
489	导购#结束	拜拜，不买了
490	导购#结束	明天见
491	导购#结束	晚安
492	导购#结束	没有了，拜拜
493	导购#结束	算了我不想买了，再见
494	导购#结束	算了，拜拜
495	导购#结束	说再见呢
496	导购#结束	谢啦，再见
497	导购#结束	谢谢你，晚安
498	导购#结束	谢谢，再见
499	导购#结束	走了
500	导购#结束	这样，好吧那我走了
501	导购#结束	这段是回顾用的，拜拜
502	导购#结束	那好吧，再见了
503	导购#详情	介绍一下
504	导购#详情	介绍一下这款
505	导购#详情	介绍下手机
506	导购#详情	你说吧
507	导购#详情	具体一点
508	导购#详情	具体点
509	导购#详情	听听
510	导购#详情	怎样
511	导购#详情	我不懂这些，你给我讲讲
512	导购#详情	比如说？
513	导购#详情	详细点
514	导购#详情	说
515	导购#详情	这款介绍一下
516	导购#详情	这部怎样
517	社交义务#不用谢	不用客气
518	社交义务#不用谢	不用谢
520	社交义务#不用谢	不谢
521	社交义务#不用谢	你太不客气了
519	社交义务#不用谢	客气
522	社交义务#接受道歉	不介意
523	社交义务#接受道歉	不要紧
524	社交义务#接受道歉	接受你的道歉
525	社交义务#接受道歉	没事
526	社交义务#接受道歉	没关系
527	社交义务#致谢	希望你变得更好，工作人员们也辛苦了
528	社交义务#致谢	谢了
529	社交义务#致谢	谢啦
530	社交义务#致谢	谢谢
531	社交义务#致谢	谢谢你
532	社交义务#致谢	谢谢你哦···
533	社交义务#致谢	谢谢啦
534	社交义务#道歉	不好意思
535	社交义务#道歉	我错了
536	社交义务#道歉	打扰了
537	社交义务#道歉	请原谅给你添麻烦了
538	社交义务#道歉	请多保重
539	社交义务#问候	Hello
540	社交义务#问候	下午好
541	社交义务#问候	你好
542	社交义务#问候	你好吗
543	社交义务#问候	你好呀
544	社交义务#问候	你好啊
545	社交义务#问候	你好，i
546	社交义务#问候	初次上来，多多关照
547	社交义务#问候	哈喽
548	社交义务#问候	嗨
549	社交义务#问候	在吗
550	社交义务#问候	很高兴认识你
551	社交义务#问候	您好
552	社交义务#问候	您好啊
553	社交义务#问候	感觉你好
554	社交义务#问候	我来光临
555	社交义务#问候	我说你好啊
556	社交义务#问候	早上好
557	社交义务#问候	早啊
558	社交义务#问候	晚上好
559	社交义务#问候	晚上好啊
560	表态#不满	下次不来了
561	表态#不满	不买了我很生气
562	表态#不满	不喜欢
563	表态#不满	不喜欢这一款
564	表态#不满	不好
565	表态#不满	不开心
566	表态#不满	不想说了
567	表态#不满	不满意
568	表态#不满	不给好评了
569	表态#不满	也是醉了
570	表态#不满	今晚很不开心
571	表态#不满	你叫什么，我要投诉你
572	表态#不满	你好坑爹
573	表态#不满	你好笨
574	表态#不满	你很烦哎
575	表态#不满	你真笨
576	表态#不满	你都没推荐给我
577	表态#不满	卧槽，那该怎样
578	表态#不满	受不了
579	表态#不满	哈哈你真笨
580	表态#不满	嗯嗯，不过我不喜欢。
581	表态#不满	坑爹
582	表态#不满	好烦
583	表态#不满	差评
584	表态#不满	很不满意
585	表态#不满	心情不好
586	表态#不满	感觉你服务不好
587	表态#不满	我不喜欢这部
588	表态#不满	我不好
589	表态#不满	我不开心
590	表态#不满	我生气了
591	表态#不满	我要投诉你
592	表态#不满	我说不喜欢
593	表态#不满	我跟你进行不下去了
594	表态#不满	无语
595	表态#不满	是你在调皮好吗？！不过就是想要买个手机。。。
596	表态#不满	给不给我走
597	表态#不满	给差评
598	表态#不满	还是他啊
599	表态#不满	这个时候我想爆粗~
600	表态#不满	这款不喜欢
601	表态#不满	都说了我不好╮(╯﹏╰)╭
602	表态#不满	骗我
603	表态#否定	不
604	表态#否定	不不不
605	表态#否定	不了
606	表态#否定	不会
607	表态#否定	不对
608	表态#否定	不想买手机会怎样
609	表态#否定	不用了
610	表态#否定	不用了，谢谢
611	表态#否定	不能
612	表态#否定	不行不行
613	表态#否定	你没有我想要的
614	表态#否定	好吧 我不要了
615	表态#否定	好吧你这里没有我想要的
616	表态#否定	好吧，我不是很想买手机了
617	表态#否定	我不是问天气啊
618	表态#否定	我没问这个
619	表态#否定	我觉得不会
620	表态#否定	我还没说要求
621	表态#否定	我还没说需求诶
622	表态#否定	无
623	表态#否定	没
624	表态#否定	没了
625	表态#否定	没了，谢谢你
626	表态#否定	没听过啊
627	表态#否定	没有
628	表态#否定	没有了
629	表态#否定	没有了~~~谢谢呐···
630	表态#否定	没有了谢谢
631	表态#否定	没有哦
632	表态#否定	没有啊
633	表态#否定	没有我想要的
634	表态#否定	没谢你
635	表态#否定	真的都不是啊
636	表态#否定	算了
637	表态#否定	算了我不是很想买了
638	表态#否定	这里没有我想要的手机
639	表态#否定	那算了
640	表态#否定	都不是
641	表态#否定	都不是啊
642	表态#满意	不错
643	表态#满意	不错不错
644	表态#满意	你真热情
645	表态#满意	厉害喔
646	表态#满意	听起来不错
647	表态#满意	哈哈，你好可爱
648	表态#满意	哈哈，你好幽默
649	表态#满意	哦，好像很不错
650	表态#满意	啊，挺不错的
651	表态#满意	嗯嗯，你真厉害
652	表态#满意	嗯，不错
653	表态#满意	嗯，很好
654	表态#满意	好像不错呀
655	表态#满意	好评
656	表态#满意	好，不错
657	表态#满意	好，我喜欢
658	表态#满意	好，我就是喜欢这种手机
659	表态#满意	好，说的不错
660	表态#满意	开心
661	表态#满意	很好
662	表态#满意	很好啊
663	表态#满意	很棒！真的！漂亮！
664	表态#满意	很满意
665	表态#满意	恩不错
666	表态#满意	恩，非常不错
667	表态#满意	我喜欢
668	表态#满意	我觉得这台手机不错
669	表态#满意	我说很好
670	表态#满意	挺不错的
671	表态#满意	挺不错的啊
672	表态#满意	挺好
673	表态#满意	挺好的
674	表态#满意	看起来不错
675	表态#满意	还不错
676	表态#满意	还不错嘛
677	表态#满意	这款不错
678	表态#满意	这款很好，很适合
679	表态#满意	这款手机挺不错的
680	表态#满意	那还不错
681	表态#满意	非常不错
682	表态#满意	非常好
683	表态#犹豫	不知道
684	表态#犹豫	不知道买不买
685	表态#犹豫	不知道哪款好
686	表态#犹豫	你主动点吧。我眼花缭乱，没主意了
687	表态#犹豫	你帮我推荐一下咯
688	表态#犹豫	你推荐
689	表态#犹豫	你有什么好推荐的？
690	表态#犹豫	你有什么好推荐？
691	表态#犹豫	你给我推荐啊
692	表态#犹豫	你能帮我对比下手机吗
693	表态#犹豫	你说得有点乱，我不知道选哪个好
694	表态#犹豫	你说得有点乱，我都不知道选哪个好
695	表态#犹豫	叫你推荐一款手机给我呀
696	表态#犹豫	哦，有什么手机推荐呢？
697	表态#犹豫	哪个好点
698	表态#犹豫	哪款好
699	表态#犹豫	哪部好点
700	表态#犹豫	好可以考虑下
701	表态#犹豫	好吧，我再考虑一下
702	表态#犹豫	想你帮我推荐一部手机
703	表态#犹豫	我不知道哪个好
704	表态#犹豫	我不知道选哪个好
705	表态#犹豫	我也不知道
706	表态#犹豫	我也不知道哪个好
707	表态#犹豫	我再考虑下
708	表态#犹豫	我在考虑下把
709	表态#犹豫	我考虑一下
710	表态#犹豫	我要想想
711	表态#犹豫	我还没考虑好
712	表态#犹豫	有什么好手机推荐吗？
713	表态#犹豫	有什么手机推荐一下
714	表态#犹豫	有什么手机推荐下
715	表态#犹豫	有什么推荐
716	表态#犹豫	正在考虑
717	表态#犹豫	直接给我推荐一台
718	表态#犹豫	给我推荐一台
719	表态#犹豫	给我推荐一款手机
720	表态#犹豫	给我推荐手机吧
721	表态#犹豫	考虑下
722	表态#犹豫	那你推荐下吧
723	表态#犹豫	那你给我推荐呀
728	表态#疑问	为什么
724	表态#疑问	好吗
725	表态#疑问	所以你给我哪部啊
727	表态#疑问	真的么
726	表态#疑问	这样真的好吗
729	表态#肯定	一定一定，谢谢
730	表态#肯定	也可以把
731	表态#肯定	也行
732	表态#肯定	决定了
733	表态#肯定	可以
734	表态#肯定	可以 啊
735	表态#肯定	可以接受
736	表态#肯定	哈哈好的
737	表态#肯定	哦，可以
738	表态#肯定	嗯
739	表态#肯定	嗯不用客气
740	表态#肯定	嗯嗯
741	表态#肯定	嗯嗯 谢谢你
742	表态#肯定	嗯嗯好
743	表态#肯定	嗯嗯，谢谢你哦
744	表态#肯定	嗯，好
745	表态#肯定	嗯，还行
746	表态#肯定	嘻嘻好哒
747	表态#肯定	好
748	表态#肯定	好吧
749	表态#肯定	好吧，谢谢
750	表态#肯定	好呀
751	表态#肯定	好咯
752	表态#肯定	好哒
753	表态#肯定	好哒谢谢
754	表态#肯定	好啊
755	表态#肯定	好的
756	表态#肯定	好的我知道了
757	表态#肯定	好的试试
758	表态#肯定	好的谢谢
759	表态#肯定	好，也行
760	表态#肯定	好，可以
761	表态#肯定	对
762	表态#肯定	对啊
763	表态#肯定	必须的
764	表态#肯定	恩
765	表态#肯定	恩哈行
766	表态#肯定	恩好的
767	表态#肯定	恩恩
768	表态#肯定	恩恩，谢谢
769	表态#肯定	恩谢啦
770	表态#肯定	恩还行
771	表态#肯定	恩，好饿
772	表态#肯定	我看行
773	表态#肯定	我觉得挺好的
774	表态#肯定	是
775	表态#肯定	是呀
776	表态#肯定	是的
777	表态#肯定	是的，我也在用
778	表态#肯定	有
779	表态#肯定	没疑问啊
780	表态#肯定	没问题
781	表态#肯定	没问题啦
782	表态#肯定	看着合适就行
783	表态#肯定	知道
784	表态#肯定	知道了
785	表态#肯定	确定了
786	表态#肯定	能
787	表态#肯定	行
788	表态#肯定	行了，决定好了
789	表态#肯定	行咯
790	表态#肯定	要
791	表态#肯定	要啊
792	表态#肯定	还可以
793	表态#肯定	还可以呀
794	表态#肯定	还可以啊
795	表态#肯定	还行
796	表态#肯定	还行吧
797	表态#肯定	还行呀
798	表态#肯定	还行啊
799	表态#肯定	这个可以
800	表态#肯定	这款可以
801	表态#肯定	那好吧
802	表态#肯定	那就好
803	表态#肯定	都要
804	表态#附和	呃
805	表态#附和	呵呵
806	表态#附和	哇
807	表态#附和	哈哈
808	表态#附和	哈哈哈
809	表态#附和	哈哈谢谢
810	表态#附和	哈？
811	表态#附和	哎
812	表态#附和	哦
813	表态#附和	哦哦
814	表态#附和	啊
815	表态#附和	喔
816	表态#附和	这样
817	表态#附和	这样啊
818	表态#附和	额
819	表态#随便	也没要求
820	表态#随便	无所谓
821	表态#随便	无所谓捏
822	表态#随便	没有要求
823	表态#随便	没要求
824	表态#随便	没要求哦
825	表态#随便	没要求啊
826	表态#随便	真心没要求
827	表态#随便	这个无所谓
828	表态#随便	这个没关系
829	表态#随便	这个没有要求
830	表态#随便	这个没要求
831	表态#随便	都行
832	表态#随便	都行吧
833	表态#随便	随便
834	闲聊#天气	下雨了今天
835	闲聊#天气	下雨了好烦
836	闲聊#天气	下雨吗
837	闲聊#天气	下雨咋办
838	闲聊#天气	今天天气好冷
839	闲聊#天气	今天天气好吗
840	闲聊#天气	今天天气真好
841	闲聊#天气	今天好
842	闲聊#天气	今天好冷啊
843	闲聊#天气	哈哈哈，今天阳光灿烂
844	闲聊#天气	天气
845	闲聊#天气	天气好不好今天
846	闲聊#天气	天气好吗
847	闲聊#天气	天气好吗今天
848	闲聊#天气	好冷
849	闲聊#天气	好热
850	闲聊#天气	手机的天气预报要比较准确
851	闲聊#天气	突然感觉好冷啊
852	闲聊#天气	那明天会下雨吗
853	闲聊#时间	今天
854	闲聊#时间	今天什么日期
855	闲聊#时间	几点
856	闲聊#时间	几点现在
857	闲聊#时间	告诉我几点
858	闲聊#时间	告诉我时间
859	闲聊#时间	好吧现在几点了
860	闲聊#时间	我没带手表只想问下时间而已
861	闲聊#时间	日期
862	闲聊#时间	日期呢
863	闲聊#时间	时间
864	闲聊#时间	现在几点
865	闲聊#时间	现在几点了
866	闲聊#身份信息	你会说中文吗
867	闲聊#身份信息	你只会说英文
868	闲聊#身份信息	你只是个机器人，帮不了我
869	闲聊#身份信息	你叫什么
870	闲聊#身份信息	你叫什么名字
871	闲聊#身份信息	你好请问你能干什么
872	闲聊#身份信息	你好，你可以干什么
873	闲聊#身份信息	你提供什么服务
874	闲聊#身份信息	你是不是理综胜
875	闲聊#身份信息	你是机器人吗
876	闲聊#身份信息	你是谁
877	闲聊#身份信息	你有女朋友吗
878	闲聊#身份信息	你的名字是什么
879	闲聊#身份信息	你的开发者是谁
880	闲聊#身份信息	你能帮我些什么
881	闲聊#身份信息	你能帮我吗
882	闲聊#身份信息	你能帮我啥
883	闲聊#身份信息	你能干嘛
884	闲聊#身份信息	你能提供什么
885	闲聊#身份信息	你能提供什么服务
886	闲聊#身份信息	听说你最近技能提高了
887	闲聊#身份信息	机器人
888	闲聊#身份信息	能看得懂英语吗？
889	闲聊#身份信息	谁开发了你
890	闲聊#身份信息	谁是店家
